epoch,detector,grating,scale,slope,intercept,factor
2023-10-04_day8,MAMA,G230L,none,None,None,None
2023-10-04_day8,MAMA,G140L,none,None,None,None
2023-10-11_day15,MAMA,G230L,none,None,None,None
