epoch,detector,grating,scale,slope,intercept,factor
2020-07-19_day16,MAMA,G230L,none,None,None,None
2020-07-19_day16,MAMA,G140L,none,None,None,None
2020-07-28_day25,MAMA,G230L,none,None,None,None
