# SN2010JL lbk003010 G130M FUV z=0.011  cos default calcos x1dsum
# segment rest_wvl obs_wvl flux error gross dq mask
FUVA 1283.3602 1297.4772 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.3701 1297.4871 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.3799 1297.4971 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.3898 1297.5071 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.3996 1297.5170 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.4095 1297.5270 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.4194 1297.5370 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.4292 1297.5469 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.4391 1297.5569 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.4489 1297.5669 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.4588 1297.5768 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.4687 1297.5868 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.4785 1297.5968 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.4884 1297.6068 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.4982 1297.6167 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.5081 1297.6267 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.5180 1297.6367 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.5278 1297.6466 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.5377 1297.6566 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.5475 1297.6666 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.5574 1297.6765 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.5673 1297.6865 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.5771 1297.6965 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.5870 1297.7064 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.5968 1297.7164 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.6067 1297.7264 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.6166 1297.7363 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.6264 1297.7463 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.6363 1297.7563 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.6461 1297.7663 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.6560 1297.7762 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.6659 1297.7862 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.6757 1297.7962 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.6856 1297.8061 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.6954 1297.8161 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.7053 1297.8261 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.7152 1297.8360 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.7250 1297.8460 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.7349 1297.8560 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.7447 1297.8659 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.7546 1297.8759 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.7645 1297.8859 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.7743 1297.8958 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.7842 1297.9058 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.7941 1297.9158 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.8039 1297.9258 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.8138 1297.9357 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.8236 1297.9457 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.8335 1297.9557 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.8434 1297.9656 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.8532 1297.9756 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.8631 1297.9856 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.8729 1297.9955 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.8828 1298.0055 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.8927 1298.0155 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.9025 1298.0254 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.9124 1298.0354 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.9222 1298.0454 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.9321 1298.0553 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.9420 1298.0653 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.9518 1298.0753 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.9617 1298.0853 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.9715 1298.0952 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.9814 1298.1052 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1283.9913 1298.1152 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1284.0011 1298.1251 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1284.0110 1298.1351 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1284.0208 1298.1451 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1284.0307 1298.1550 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1284.0406 1298.1650 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1284.0504 1298.1750 0.000000e+00 0.000000e+00 0.0000e+00 128 0
FUVA 1284.0603 1298.1849 0.000000e+00 0.000000e+00 0.0000e+00 128 0
