epoch,detector,grating,scale,slope,intercept,factor
2016-06-02_day17,MAMA,G230L,none,None,None,None
2016-06-14_day28,MAMA,G230L,none,None,None,None
2016-06-30_day44,MAMA,G230L,none,None,None,None
