# AT2023IUC leno01010 G140L FUV z=0.07676  cos default calcos x1dsum
# segment rest_wvl obs_wvl flux error gross dq mask
FUVA 955.4961 1028.8400 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 955.5704 1028.9199 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 955.6446 1028.9999 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 955.7188 1029.0798 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 955.7931 1029.1598 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 955.8673 1029.2397 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 955.9416 1029.3197 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 956.0158 1029.3996 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 956.0901 1029.4796 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 956.1643 1029.5595 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 956.2386 1029.6394 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 956.3128 1029.7194 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 956.3871 1029.7993 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 956.4613 1029.8793 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 956.5356 1029.9592 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 956.6098 1030.0392 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 956.6840 1030.1191 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 956.7583 1030.1991 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 956.8325 1030.2790 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 956.9068 1030.3590 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 956.9810 1030.4389 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 957.0553 1030.5188 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 957.1295 1030.5988 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 957.2038 1030.6787 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 957.2780 1030.7587 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 957.3523 1030.8386 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 957.4265 1030.9186 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 957.5008 1030.9985 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 957.5750 1031.0785 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 957.6493 1031.1584 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 957.7235 1031.2384 0.000000e+00 0.000000e+00 0.0000e+00 128 4
