# GAIA16APD ld4901010 G140L FUV z=0.1013  cos default calcos x1dsum
# segment rest_wvl obs_wvl flux error gross dq mask
FUVA 934.1776 1028.8098 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 934.2502 1028.8898 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 934.3228 1028.9697 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 934.3954 1029.0497 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 934.4680 1029.1296 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 934.5406 1029.2096 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 934.6132 1029.2895 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 934.6858 1029.3694 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 934.7584 1029.4494 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 934.8310 1029.5293 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 934.9035 1029.6093 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 934.9761 1029.6892 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 935.0487 1029.7692 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 935.1213 1029.8491 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 935.1939 1029.9290 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 935.2665 1030.0090 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 935.3391 1030.0889 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 935.4117 1030.1689 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 935.4843 1030.2488 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 935.5569 1030.3288 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 935.6294 1030.4087 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 935.7020 1030.4887 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 935.7746 1030.5686 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 935.8472 1030.6485 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 935.9198 1030.7285 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 935.9924 1030.8084 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 936.0650 1030.8884 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 936.1376 1030.9683 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 936.2102 1031.0483 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 936.2828 1031.1282 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 936.3553 1031.2081 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 936.4279 1031.2881 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 936.5005 1031.3680 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 936.5731 1031.4480 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 936.6457 1031.5279 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 936.7183 1031.6079 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 936.7909 1031.6878 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 936.8635 1031.7677 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 936.9361 1031.8477 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 937.0087 1031.9276 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 937.0812 1032.0076 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 937.1538 1032.0875 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 937.2264 1032.1675 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 937.2990 1032.2474 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 937.3716 1032.3273 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 937.4442 1032.4073 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 937.5168 1032.4872 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 937.5894 1032.5672 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 937.6620 1032.6471 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 937.7346 1032.7271 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 937.8071 1032.8070 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 937.8797 1032.8869 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 937.9523 1032.9669 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 938.0249 1033.0468 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 938.0975 1033.1268 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 938.1701 1033.2067 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 938.2427 1033.2867 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 938.3153 1033.3666 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 938.3879 1033.4465 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 938.4604 1033.5265 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 938.5330 1033.6064 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 938.6056 1033.6864 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 938.6782 1033.7663 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 938.7508 1033.8463 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 938.8234 1033.9262 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 938.8960 1034.0062 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 938.9686 1034.0861 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 939.0412 1034.1660 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 939.1138 1034.2460 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 939.1863 1034.3259 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 939.2589 1034.4059 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 939.3315 1034.4858 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 939.4041 1034.5658 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 939.4767 1034.6457 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 939.5493 1034.7256 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 939.6219 1034.8056 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 939.6945 1034.8855 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 939.7671 1034.9655 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 939.8397 1035.0454 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 939.9122 1035.1254 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 939.9848 1035.2053 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 940.0574 1035.2852 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 940.1300 1035.3652 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 940.2026 1035.4451 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 940.2752 1035.5251 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 940.3478 1035.6050 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 940.4204 1035.6850 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 940.4930 1035.7649 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 940.5656 1035.8448 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 940.6381 1035.9248 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 940.7107 1036.0047 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 940.7833 1036.0847 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 940.8559 1036.1646 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 940.9285 1036.2446 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 941.0011 1036.3245 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 941.0737 1036.4044 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 941.1463 1036.4844 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 941.2189 1036.5643 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 941.2915 1036.6443 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 941.3640 1036.7242 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 941.4366 1036.8042 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 941.5092 1036.8841 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 941.5818 1036.9641 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 941.6544 1037.0440 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 941.7270 1037.1239 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 941.7996 1037.2039 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 941.8722 1037.2838 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 941.9448 1037.3638 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 942.0174 1037.4437 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 942.0899 1037.5237 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 942.1625 1037.6036 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 942.2351 1037.6835 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 942.3077 1037.7635 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 942.3803 1037.8434 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 942.4529 1037.9234 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 942.5255 1038.0033 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 942.5981 1038.0833 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 942.6707 1038.1632 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 942.7433 1038.2431 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 942.8158 1038.3231 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 942.8884 1038.4030 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 942.9610 1038.4830 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 943.0336 1038.5629 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 943.1062 1038.6429 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 943.1788 1038.7228 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 943.2514 1038.8027 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 943.3240 1038.8827 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 943.3966 1038.9626 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 943.4691 1039.0426 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 943.5417 1039.1225 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 943.6143 1039.2025 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 943.6869 1039.2824 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 943.7595 1039.3623 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 943.8321 1039.4423 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 943.9047 1039.5222 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 943.9773 1039.6022 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 944.0499 1039.6821 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 944.1225 1039.7621 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 944.1950 1039.8420 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 944.2676 1039.9219 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 944.3402 1040.0019 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 944.4128 1040.0818 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 944.4854 1040.1618 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 944.5580 1040.2417 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 944.6306 1040.3217 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 944.7032 1040.4016 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 944.7758 1040.4816 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 944.8484 1040.5615 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 944.9209 1040.6414 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 944.9935 1040.7214 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 945.0661 1040.8013 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 945.1387 1040.8813 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 945.2113 1040.9612 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 945.2839 1041.0412 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 945.3565 1041.1211 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 945.4291 1041.2010 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 945.5017 1041.2810 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 945.5743 1041.3609 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 945.6468 1041.4409 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 945.7194 1041.5208 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 945.7920 1041.6008 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 945.8646 1041.6807 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 945.9372 1041.7606 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 946.0098 1041.8406 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 946.0824 1041.9205 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 946.1550 1042.0005 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 946.2276 1042.0804 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 946.3002 1042.1604 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 946.3727 1042.2403 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 946.4453 1042.3202 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 946.5179 1042.4002 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 946.5905 1042.4801 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 946.6631 1042.5601 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 946.7357 1042.6400 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 946.8083 1042.7200 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 946.8809 1042.7999 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 946.9535 1042.8798 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.0261 1042.9598 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.0986 1043.0397 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.1712 1043.1197 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.2438 1043.1996 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.3164 1043.2796 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.3890 1043.3595 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.4616 1043.4395 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.5342 1043.5194 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.6068 1043.5993 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.6794 1043.6793 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.7520 1043.7592 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.8245 1043.8392 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.8971 1043.9191 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.9697 1043.9991 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.0423 1044.0790 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.1149 1044.1589 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.1875 1044.2389 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.2601 1044.3188 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.3327 1044.3988 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.4053 1044.4787 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.4778 1044.5587 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.5504 1044.6386 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.6230 1044.7185 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.6956 1044.7985 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.7682 1044.8784 0.000000e+00 0.000000e+00 0.0000e+00 128 4
