# SN2025AFCR lfom13010 G140L FUV z=0.1335  cos default calcos x1dsum
# segment rest_wvl obs_wvl flux error gross dq mask
FUVA 907.7970 1028.9879 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 907.8675 1029.0678 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 907.9380 1029.1478 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 908.0086 1029.2277 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 908.0791 1029.3077 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 908.1497 1029.3876 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 908.2202 1029.4676 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 908.2907 1029.5476 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 908.3613 1029.6275 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 908.4318 1029.7075 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 908.5024 1029.7874 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 908.5729 1029.8674 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 908.6434 1029.9473 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 908.7140 1030.0273 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 908.7845 1030.1073 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 908.8551 1030.1872 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 908.9256 1030.2672 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 908.9961 1030.3471 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 909.0667 1030.4271 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 909.1372 1030.5070 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 909.2078 1030.5870 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 909.2783 1030.6670 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 909.3488 1030.7469 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 909.4194 1030.8269 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 909.4899 1030.9068 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 909.5605 1030.9868 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 909.6310 1031.0667 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 909.7015 1031.1467 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 909.7721 1031.2267 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 909.8426 1031.3066 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 909.9132 1031.3866 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 909.9837 1031.4665 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 910.0542 1031.5465 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 910.1248 1031.6264 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 910.1953 1031.7064 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 910.2659 1031.7864 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 910.3364 1031.8663 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 910.4069 1031.9463 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 910.4775 1032.0262 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 910.5480 1032.1062 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 910.6186 1032.1861 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 910.6891 1032.2661 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 910.7596 1032.3461 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 910.8302 1032.4260 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 910.9007 1032.5060 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 910.9713 1032.5859 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 911.0418 1032.6659 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 911.1123 1032.7458 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 911.1829 1032.8258 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 911.2534 1032.9058 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 911.3240 1032.9857 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 911.3945 1033.0657 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 911.4650 1033.1456 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 911.5356 1033.2256 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 911.6061 1033.3055 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 911.6767 1033.3855 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 911.7472 1033.4655 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 911.8177 1033.5454 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 911.8883 1033.6254 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 911.9588 1033.7053 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 912.0294 1033.7853 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 912.0999 1033.8652 0.000000e+00 0.000000e+00 0.0000e+00 128 4
