epoch,detector,grating,scale,slope,intercept,factor
2012-10-29_day1160,CCD,G230LB,none,None,None,None
2012-10-29_day1160,CCD,G430L,none,None,None,None
2012-10-29_day1160,CCD,G750L,none,None,None,None
2014-10-02_day1863,MAMA,G140L,none,None,None,None
2014-10-02_day1863,MAMA,G230L,none,None,None,None
