# SN2017EGM ld7s07010 G140L FUV z=0.031  cos default calcos x1dsum
# segment rest_wvl obs_wvl flux error gross dq mask
FUVA 997.8912 1028.8258 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 997.9687 1028.9058 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 998.0463 1028.9857 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 998.1238 1029.0657 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 998.2014 1029.1456 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 998.2789 1029.2255 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 998.3564 1029.3055 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 998.4340 1029.3854 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 998.5115 1029.4654 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 998.5891 1029.5453 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 998.6666 1029.6253 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 998.7441 1029.7052 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 998.8217 1029.7852 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 998.8992 1029.8651 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 998.9768 1029.9450 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 999.0543 1030.0250 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 999.1318 1030.1049 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 999.2094 1030.1849 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 999.2869 1030.2648 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 999.3645 1030.3448 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 999.4420 1030.4247 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 999.5195 1030.5047 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 999.5971 1030.5846 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 999.6746 1030.6645 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 999.7522 1030.7445 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 999.8297 1030.8244 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 999.9073 1030.9044 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 999.9848 1030.9843 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1000.0623 1031.0643 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1000.1399 1031.1442 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1000.2174 1031.2242 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1000.2950 1031.3041 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1000.3725 1031.3840 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1000.4500 1031.4640 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1000.5276 1031.5439 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1000.6051 1031.6239 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1000.6827 1031.7038 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1000.7602 1031.7838 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1000.8377 1031.8637 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1000.9153 1031.9437 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1000.9928 1032.0236 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1001.0704 1032.1035 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1001.1479 1032.1835 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1001.2254 1032.2634 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1001.3030 1032.3434 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1001.3805 1032.4233 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1001.4581 1032.5033 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1001.5356 1032.5832 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1001.6131 1032.6632 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1001.6907 1032.7431 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1001.7682 1032.8230 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1001.8458 1032.9030 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1001.9233 1032.9829 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1002.0009 1033.0629 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1002.0784 1033.1428 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1002.1559 1033.2228 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1002.2335 1033.3027 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1002.3110 1033.3827 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1002.3886 1033.4626 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1002.4661 1033.5425 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1002.5436 1033.6225 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1002.6212 1033.7024 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1002.6987 1033.7824 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1002.7763 1033.8623 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1002.8538 1033.9423 0.000000e+00 0.000000e+00 0.0000e+00 128 4
