epoch,detector,grating,scale,slope,intercept,factor
2017-03-30_day20,MAMA,G230L,none,None,None,None
2017-03-22_day13,CCD,G230LB,none,None,None,None
2017-03-24_day15,CCD,G230LB,none,None,None,None
2017-03-26_day17,CCD,G230LB,none,None,None,None
