epoch,detector,grating,scale,slope,intercept,factor
1998-04-17_day1846,MAMA,G140L,none,None,None,None
1998-02-21_day1792,MAMA,G230L,none,None,None,None
2000-04-18_day2578,MAMA,G140L,none,None,None,None
2000-04-24_day2584,MAMA,G230L,none,None,None,None
