epoch,detector,grating,scale,slope,intercept,factor
2013-06-27_day15,MAMA,G230L,none,None,None,None
2013-06-27_day15,CCD,G430L,none,None,None,None
2013-06-27_day15,CCD,G750L,none,None,None,None
2013-06-26_day14,MAMA,G230L,none,None,None,None
