epoch,detector,grating,scale,slope,intercept,factor
2001-10-27_day25,CCD,G430L,none,None,None,None
2001-10-27_day25,MAMA,G140L,none,None,None,None
2001-10-27_day25,MAMA,G230L,none,None,None,None
2001-11-02_day31,CCD,G430L,none,None,None,None
2001-11-02_day31,MAMA,G140L,none,None,None,None
2001-11-03_day32,MAMA,G230L,none,None,None,None
