epoch,detector,grating,scale,slope,intercept,factor
2012-08-06,MAMA,G230L,none,None,None,None
2012-08-07,CCD,G430L,none,None,None,None
2012-08-07,CCD,G750L,none,None,None,None
2012-08-10,MAMA,G230L,none,None,None,None
2012-08-11,CCD,G430L,none,None,None,None
2012-08-11,CCD,G750L,none,None,None,None
2012-08-15,MAMA,G230L,none,None,None,None
2012-08-15,CCD,G430L,none,None,None,None
2012-08-15,CCD,G750L,none,None,None,None
