epoch,detector,grating,scale,slope,intercept,factor
2001-04-18_day-7198,CCD,G430L,none,None,None,None
2001-04-18_day-7198,CCD,G750M,none,None,None,None
2021-01-20_day19,MAMA,G230L,none,None,None,None
2021-01-20_day19,CCD,G430L,none,None,None,None
2021-01-20_day19,CCD,G750L,none,None,None,None
