epoch,detector,grating,scale,slope,intercept,factor
2017-06-29_day16,CCD,G430L,none,None,None,None
2017-06-29_day16,MAMA,G230L,none,None,None,None
2017-07-02_day19,CCD,G430L,none,None,None,None
2017-07-02_day19,MAMA,G230L,none,None,None,None
2017-07-07_day24,CCD,G430L,none,None,None,None
2017-07-07_day24,MAMA,G230L,none,None,None,None
2017-07-12_day28,CCD,G430L,none,None,None,None
2017-07-12_day28,MAMA,G230L,none,None,None,None
