# SN2023IXF lf8803010 G230L NUV z=0.00087  cos default calcos x1dsum
# segment rest_wvl obs_wvl flux error gross dq mask
NUVA 1301.4678 1302.6001 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1301.8824 1303.0151 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1302.2970 1303.4300 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1302.7116 1303.8449 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1303.1261 1304.2598 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1303.5406 1304.6747 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1303.9551 1305.0895 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1304.3696 1305.5044 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1304.7840 1305.9192 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1305.1984 1306.3339 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1305.6128 1306.7487 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1306.0272 1307.1634 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1306.4415 1307.5781 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1306.8559 1307.9928 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1307.2702 1308.4075 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1307.6844 1308.8221 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1308.0987 1309.2367 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1308.5129 1309.6513 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1308.9271 1310.0659 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1309.3413 1310.4804 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1309.7555 1310.8950 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1310.1696 1311.3095 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1310.5837 1311.7239 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1310.9978 1312.1384 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1311.4119 1312.5528 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1311.8259 1312.9672 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1312.2400 1313.3816 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1312.6540 1313.7960 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1313.0679 1314.2103 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1313.4819 1314.6246 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1313.8958 1315.0389 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1314.3097 1315.4532 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1314.7236 1315.8674 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1315.1374 1316.2816 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1315.5513 1316.6958 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1315.9651 1317.1100 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1316.3789 1317.5241 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1316.7926 1317.9383 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1317.2064 1318.3524 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1317.6201 1318.7664 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1318.0338 1319.1805 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1318.4475 1319.5945 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1318.8611 1320.0085 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1319.2747 1320.4225 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1319.6883 1320.8365 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1320.1019 1321.2504 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1320.5155 1321.6643 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1320.9290 1322.0782 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1321.3425 1322.4921 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1321.7560 1322.9059 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1322.1694 1323.3197 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1322.5829 1323.7335 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1322.9963 1324.1473 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1323.4097 1324.5611 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1323.8231 1324.9748 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1324.2364 1325.3885 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1324.6497 1325.8022 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1325.0630 1326.2158 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1325.4763 1326.6294 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1325.8895 1327.0431 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1326.3028 1327.4566 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1326.7160 1327.8702 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1327.1291 1328.2837 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1327.5423 1328.6973 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1327.9554 1329.1108 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1328.3685 1329.5242 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1328.7816 1329.9377 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1329.1947 1330.3511 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1329.6077 1330.7645 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1330.0207 1331.1779 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1330.4337 1331.5912 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1330.8467 1332.0045 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1331.2596 1332.4178 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1331.6726 1332.8311 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1332.0855 1333.2444 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1332.4983 1333.6576 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1332.9112 1334.0708 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1333.3240 1334.4840 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1333.7368 1334.8972 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1334.1496 1335.3103 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1334.5624 1335.7234 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1334.9751 1336.1365 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1335.3878 1336.5496 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1335.8005 1336.9627 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1336.2132 1337.3757 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1336.6258 1337.7887 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1337.0384 1338.2017 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1337.4510 1338.6146 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1337.8636 1339.0275 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1338.2762 1339.4405 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1338.6887 1339.8533 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1339.1012 1340.2662 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1339.5137 1340.6790 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1339.9261 1341.0918 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1340.3385 1341.5046 0.000000e+00 0.000000e+00 0.0000e+00 128 4
NUVA 1340.7510 1341.9174 0.000000e+00 0.000000e+00 0.0000e+00 128 4
