# AT2024WPP lf7t01010 G140L FUV z=0.08678  cos default calcos x1dsum
# segment rest_wvl obs_wvl flux error gross dq mask
FUVA 946.7399 1028.8980 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 946.8135 1028.9780 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 946.8871 1029.0579 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 946.9606 1029.1379 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.0342 1029.2178 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.1078 1029.2978 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.1813 1029.3777 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.2549 1029.4577 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.3285 1029.5376 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.4020 1029.6176 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.4756 1029.6975 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.5492 1029.7775 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.6227 1029.8574 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.6963 1029.9374 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.7699 1030.0173 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.8434 1030.0973 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.9170 1030.1772 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 947.9906 1030.2572 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.0641 1030.3371 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.1377 1030.4171 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.2113 1030.4970 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.2848 1030.5770 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.3584 1030.6569 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.4320 1030.7369 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.5055 1030.8168 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.5791 1030.8968 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.6527 1030.9767 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.7262 1031.0567 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.7998 1031.1366 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.8734 1031.2166 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 948.9469 1031.2965 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 949.0205 1031.3765 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 949.0941 1031.4564 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 949.1676 1031.5364 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 949.2412 1031.6163 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 949.3148 1031.6963 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 949.3883 1031.7762 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 949.4619 1031.8562 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 949.5354 1031.9361 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 949.6090 1032.0161 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 949.6826 1032.0960 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 949.7561 1032.1760 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 949.8297 1032.2559 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 949.9033 1032.3359 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 949.9768 1032.4158 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 950.0504 1032.4958 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 950.1240 1032.5757 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 950.1975 1032.6557 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 950.2711 1032.7356 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 950.3447 1032.8156 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 950.4182 1032.8955 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 950.4918 1032.9755 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 950.5654 1033.0554 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 950.6389 1033.1354 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 950.7125 1033.2153 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 950.7861 1033.2953 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 950.8596 1033.3752 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 950.9332 1033.4552 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 951.0068 1033.5351 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 951.0803 1033.6151 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 951.1539 1033.6950 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 951.2275 1033.7750 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 951.3010 1033.8549 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 951.3746 1033.9349 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 951.4482 1034.0148 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 951.5217 1034.0948 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 951.5953 1034.1747 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 951.6689 1034.2547 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 951.7424 1034.3346 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 951.8160 1034.4146 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 951.8896 1034.4945 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 951.9631 1034.5745 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 952.0367 1034.6544 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 952.1103 1034.7344 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 952.1838 1034.8143 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 952.2574 1034.8943 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 952.3310 1034.9742 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 952.4045 1035.0542 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 952.4781 1035.1341 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 952.5517 1035.2141 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 952.6252 1035.2940 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 952.6988 1035.3740 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 952.7724 1035.4539 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 952.8459 1035.5339 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 952.9195 1035.6138 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 952.9931 1035.6938 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 953.0666 1035.7737 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 953.1402 1035.8537 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 953.2137 1035.9336 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 953.2873 1036.0136 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 953.3609 1036.0935 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 953.4344 1036.1735 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 953.5080 1036.2534 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 953.5816 1036.3334 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 953.6551 1036.4133 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 953.7287 1036.4933 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 953.8023 1036.5732 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 953.8758 1036.6532 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 953.9494 1036.7331 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 954.0230 1036.8131 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 954.0965 1036.8930 0.000000e+00 0.000000e+00 0.0000e+00 128 4
