epoch,detector,grating,scale,slope,intercept,factor
2001-12-14_day4,CCD,G430L,none,None,None,None
2001-12-14_day4,ECHELLE,E140M,none,None,None,None
2001-12-14_day4,MAMA,G230L,none,None,None,None
2001-12-22_day13,CCD,G430L,none,None,None,None
2001-12-22_day13,ECHELLE,E140M,none,None,None,None
2001-12-22_day13,MAMA,G230L,none,None,None,None
