# SN1993J-STIS lbq906010 G140L FUV z=0.000113  cos default calcos x1dsum
# segment rest_wvl obs_wvl flux error gross dq mask
FUVA 1026.6218 1026.7378 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1026.7018 1026.8178 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1026.7817 1026.8977 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1026.8616 1026.9777 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1026.9416 1027.0576 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1027.0215 1027.1376 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1027.1014 1027.2175 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1027.1814 1027.2974 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1027.2613 1027.3774 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1027.3412 1027.4573 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1027.4212 1027.5373 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1027.5011 1027.6172 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1027.5810 1027.6972 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1027.6610 1027.7771 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1027.7409 1027.8570 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1027.8208 1027.9370 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1027.9008 1028.0169 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1027.9807 1028.0969 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1028.0606 1028.1768 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1028.1406 1028.2568 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1028.2205 1028.3367 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1028.3004 1028.4166 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1028.3804 1028.4966 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1028.4603 1028.5765 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1028.5403 1028.6565 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1028.6202 1028.7364 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1028.7001 1028.8164 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1028.7801 1028.8963 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1028.8600 1028.9762 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1028.9399 1029.0562 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1029.0199 1029.1361 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1029.0998 1029.2161 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1029.1797 1029.2960 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1029.2597 1029.3760 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1029.3396 1029.4559 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1029.4195 1029.5358 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1029.4995 1029.6158 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1029.5794 1029.6957 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1029.6593 1029.7757 0.000000e+00 0.000000e+00 0.0000e+00 128 4
FUVA 1029.7393 1029.8556 0.000000e+00 0.000000e+00 0.0000e+00 128 4
