epoch,detector,grating,scale,slope,intercept,factor
2011-04-30_day4,CCD,G430L,none,None,None,None
2011-05-05_day9,CCD,G430L,none,None,None,None
2011-05-09_day13,CCD,G430L,none,None,None,None
2011-05-13_day18,CCD,G430L,none,None,None,None
2011-05-18_day22,CCD,G430L,none,None,None,None
2011-04-30_day4,MAMA,G230L,none,None,None,None
2011-05-09_day13,MAMA,G230L,none,None,None,None
