epoch,detector,grating,scale,slope,intercept,factor
2025-12-20_day26,CCD,G430L,none,None,None,None
2025-12-20_day26,MAMA,G230L,none,None,None,None
2026-01-01_day38,CCD,G430L,none,None,None,None
2026-01-01_day38,MAMA,G230L,none,None,None,None
