wavelength_A,flux
2.460600000000052660e+03,2.921183308220254826e-13
2.462000000000052751e+03,2.930818099350090837e-13
2.463400000000052842e+03,2.935414999639828949e-13
2.464800000000052933e+03,2.944937986724092085e-13
2.466200000000053024e+03,2.877340532519766608e-13
2.467600000000053114e+03,2.869118868879993523e-13
2.469000000000053205e+03,2.865726167252066139e-13
2.470400000000053296e+03,2.818576861423622037e-13
2.471800000000053387e+03,2.859742408208349763e-13
2.473200000000053478e+03,2.901102347911681237e-13
2.474600000000053569e+03,2.904775935695892675e-13
2.476000000000053660e+03,2.906319418721743530e-13
2.477400000000053751e+03,2.936954362714540192e-13
2.478800000000053842e+03,2.887268501282760248e-13
2.480200000000053933e+03,2.856981125213992142e-13
2.481600000000054024e+03,2.864552705815960494e-13
2.483000000000054115e+03,2.880484675968020262e-13
2.484400000000054206e+03,2.893080869602199821e-13
2.485800000000054297e+03,2.889550260585691099e-13
2.487200000000054388e+03,2.883185943668124101e-13
2.488600000000054479e+03,2.863553618081835288e-13
2.490000000000054570e+03,2.842082888176299813e-13
2.491400000000054661e+03,2.844247241852505378e-13
2.492800000000054752e+03,2.855090228435113702e-13
2.494200000000054843e+03,2.862612899375043858e-13
2.495600000000054933e+03,2.862396683862066438e-13
2.497000000000055024e+03,2.862180468349089019e-13
2.498400000000055115e+03,2.861964252836111600e-13
2.499800000000055206e+03,2.862703333310394940e-13
2.501200000000055297e+03,2.865041961568088042e-13
2.502600000000055388e+03,2.843820632157188076e-13
2.504000000000055479e+03,2.796290445284178452e-13
2.505400000000055570e+03,2.792069827742017536e-13
2.506800000000055661e+03,2.829004960147790859e-13
2.508200000000055752e+03,2.836306129954016438e-13
2.509600000000055843e+03,2.812081442082873006e-13
2.511000000000055934e+03,2.810753956737882652e-13
2.512400000000056025e+03,2.822373999051283115e-13
2.513800000000056116e+03,2.799293529352561876e-13
2.515200000000056207e+03,2.787797242472855268e-13
2.516600000000056298e+03,2.795252239915556017e-13
2.518000000000056389e+03,2.798833774229123264e-13
2.519400000000056480e+03,2.855374132595637308e-13
2.520800000000056571e+03,2.942724728117187131e-13
2.522200000000056662e+03,2.870674094170694109e-13
2.523600000000056752e+03,2.819870967339886603e-13
2.525000000000056843e+03,2.814522566946139385e-13
2.526400000000056934e+03,2.809174166552392671e-13
2.527800000000057025e+03,2.766696142815313080e-13
2.529200000000057116e+03,2.719289006861524822e-13
2.530600000000057207e+03,2.725862187142736038e-13
2.532000000000057298e+03,2.681472530133398595e-13
2.533400000000057389e+03,2.670426943651059035e-13
2.534800000000057480e+03,2.694818189127385147e-13
2.536200000000057571e+03,2.687952782790675652e-13
2.537600000000057662e+03,2.674932331738782181e-13
2.539000000000057753e+03,2.682225659631319958e-13
2.540400000000057844e+03,2.655275558366550443e-13
2.541800000000057935e+03,2.649391351388639707e-13
2.543200000000058026e+03,2.645419222402446695e-13
2.544600000000058117e+03,2.689070248303631100e-13
2.546000000000058208e+03,2.623847817064959811e-13
2.547400000000058299e+03,2.666687364321720211e-13
2.548800000000058390e+03,2.648178759533354117e-13
2.550200000000058481e+03,2.629580028012253632e-13
2.551600000000058571e+03,2.609516736356079599e-13
2.553000000000058662e+03,2.589453444699905061e-13
2.554400000000058753e+03,2.577210828735096244e-13
2.555800000000058844e+03,2.622048645345851773e-13
2.557200000000058935e+03,2.641210305672902669e-13
2.558600000000059026e+03,2.651213893936631308e-13
2.560000000000059117e+03,2.616830286827490785e-13
2.561400000000059208e+03,2.584725599340935888e-13
2.562800000000059299e+03,2.575530678739344497e-13
2.564200000000059390e+03,2.623617316455908931e-13
2.565600000000059481e+03,2.604745041052314666e-13
2.567000000000059572e+03,2.587414571973224358e-13
2.568400000000059663e+03,2.571896954548761542e-13
2.569800000000059754e+03,2.577203334230090488e-13
2.571200000000059845e+03,2.611852929746356898e-13
2.572600000000059936e+03,2.575331819169629707e-13
2.574000000000060027e+03,2.479376216424553083e-13
2.575400000000060118e+03,2.372741109801994206e-13
2.576800000000060209e+03,2.305772832281321656e-13
2.578200000000060299e+03,2.357416932575558963e-13
2.579600000000060390e+03,2.490025161519893137e-13
2.581000000000060481e+03,2.519641966925675152e-13
2.582400000000060572e+03,2.402068588633877792e-13
2.583800000000060663e+03,2.128689144649270131e-13
2.585200000000060754e+03,1.855309700664662469e-13
2.586600000000060845e+03,1.889155839227364175e-13
2.588000000000060936e+03,2.182876192157457357e-13
2.589400000000061027e+03,2.402495601829505912e-13
2.590800000000061118e+03,2.435927081950441470e-13
2.592200000000061209e+03,2.380312988523648923e-13
2.593600000000061300e+03,2.297268941544122524e-13
2.595000000000061391e+03,2.166137255740354535e-13
2.596400000000061482e+03,2.017887093709988254e-13
2.597800000000061573e+03,1.525036451979268927e-13
2.599200000000061664e+03,1.328487783902013905e-13
2.600600000000061755e+03,1.470568742937170239e-13
2.602000000000061846e+03,2.059701441605907284e-13
2.603400000000061937e+03,2.304085383450331418e-13
2.604800000000062028e+03,2.320623884944505655e-13
2.606200000000062118e+03,2.314581776294800023e-13
2.607600000000062209e+03,2.347165771333340655e-13
2.609000000000062300e+03,2.376704491253008231e-13
2.610400000000062391e+03,2.404087070266680114e-13
2.611800000000062482e+03,2.431469649280351997e-13
2.613200000000062573e+03,2.470551623891009432e-13
2.614600000000062664e+03,2.450330669682733285e-13
2.616000000000062755e+03,2.455275423530655308e-13
2.617400000000062846e+03,2.469448534931497274e-13
2.618800000000062937e+03,2.480807129038183734e-13
2.620200000000063028e+03,2.448340860704367332e-13
2.621600000000063119e+03,2.459074798447290595e-13
2.623000000000063210e+03,2.464903766680294530e-13
2.624400000000063301e+03,2.470221979431365958e-13
2.625800000000063392e+03,2.468326110557980984e-13
2.627200000000063483e+03,2.466430241684596009e-13
2.628600000000063574e+03,2.473064101999540110e-13
2.630000000000063665e+03,2.524587565806726247e-13
2.631400000000063756e+03,2.483515372060827718e-13
2.632800000000063847e+03,2.469849161631418598e-13
2.634200000000063937e+03,2.440109552413993365e-13
2.635600000000064028e+03,2.399767978368407312e-13
2.637000000000064119e+03,2.383954463192080073e-13
2.638400000000064210e+03,2.435187486546764020e-13
2.639800000000064301e+03,2.449530021301797032e-13
2.641200000000064392e+03,2.450559439372169623e-13
2.642600000000064483e+03,2.431649068429686436e-13
2.644000000000064574e+03,2.440074828106019863e-13
2.645400000000064665e+03,2.438101359520099171e-13
2.646800000000064756e+03,2.420703507687048377e-13
2.648200000000064847e+03,2.410196618309448004e-13
2.649600000000064938e+03,2.414039600077885489e-13
2.651000000000065029e+03,2.431322284422276209e-13
2.652400000000065120e+03,2.422194260331181142e-13
2.653800000000065211e+03,2.409262014780830911e-13
2.655200000000065302e+03,2.415423537068313344e-13
2.656600000000065393e+03,2.421585059355795778e-13
2.658000000000065484e+03,2.431124028601874316e-13
2.659400000000065575e+03,2.419873682382135076e-13
2.660800000000065666e+03,2.399933587243307544e-13
2.662200000000065756e+03,2.385448623055040000e-13
2.663600000000065847e+03,2.381778024711555240e-13
2.665000000000065938e+03,2.387501449579873739e-13
2.666400000000066029e+03,2.381844939129766637e-13
2.667800000000066120e+03,2.369573227841896340e-13
2.669200000000066211e+03,2.406960094429121067e-13
2.670600000000066302e+03,2.400553714918241243e-13
2.672000000000066393e+03,2.363397804266945808e-13
2.673400000000066484e+03,2.329737998098531071e-13
2.674800000000066575e+03,2.340222472465009101e-13
2.676200000000066666e+03,2.403886628438006619e-13
2.677600000000066757e+03,2.384812503400864173e-13
2.679000000000066848e+03,2.382401205073073163e-13
2.680400000000066939e+03,2.365472641619919175e-13
2.681800000000067030e+03,2.343146621622495480e-13
2.683200000000067121e+03,2.355339806752972693e-13
2.684600000000067212e+03,2.357439898257157251e-13
2.686000000000067303e+03,2.360859478349041143e-13
2.687400000000067394e+03,2.364671873474075359e-13
2.688800000000067485e+03,2.368484268599110080e-13
2.690200000000067575e+03,2.372296663724144297e-13
2.691600000000067666e+03,2.344963125796551628e-13
2.693000000000067757e+03,2.317071302522980925e-13
2.694400000000067848e+03,2.309543318693614463e-13
2.695800000000067939e+03,2.325573132818351047e-13
2.697200000000068030e+03,2.339938777258061530e-13
2.698600000000068121e+03,2.333747464274078530e-13
2.700000000000068212e+03,2.341392257026706008e-13
2.701400000000068303e+03,2.332904267874789926e-13
2.702800000000068394e+03,2.325178257552437776e-13
2.704200000000068485e+03,2.321892750949961486e-13
2.705600000000068576e+03,2.321312356576840424e-13
2.707000000000068667e+03,2.332670916228161098e-13
2.708400000000068758e+03,2.339177278156605811e-13
2.709800000000068849e+03,2.328778034943715424e-13
2.711200000000068940e+03,2.323096772107591961e-13
2.712600000000069031e+03,2.330751882183541090e-13
2.714000000000069122e+03,2.329199716549500298e-13
2.715400000000069213e+03,2.306128926419615480e-13
2.716800000000069303e+03,2.293614343335442504e-13
2.718200000000069394e+03,2.294630312627099216e-13
2.719600000000069485e+03,2.282793661387856882e-13
2.721000000000069576e+03,2.273981493323346989e-13
2.722400000000069667e+03,2.274663499130160338e-13
2.723800000000069758e+03,2.288044473726984659e-13
2.725200000000069849e+03,2.309019309133074102e-13
2.726600000000069940e+03,2.321231521116107293e-13
2.728000000000070031e+03,2.302912063672959787e-13
2.729400000000070122e+03,2.304865635246435741e-13
2.730800000000070213e+03,2.329879255039792394e-13
2.732200000000070304e+03,2.324743676463184305e-13
2.733600000000070395e+03,2.316603823206340056e-13
2.735000000000070486e+03,2.313800183287645136e-13
2.736400000000070577e+03,2.309707960899983082e-13
2.737800000000070668e+03,2.284987898885516640e-13
2.739200000000070759e+03,2.247975858807859307e-13
2.740600000000070850e+03,2.258784937109713091e-13
2.742000000000070941e+03,2.301533550839044493e-13
2.743400000000071032e+03,2.245508728016988220e-13
2.744800000000071122e+03,2.198804415269870376e-13
2.746200000000071213e+03,2.228485438485159256e-13
2.747600000000071304e+03,2.202866014893821821e-13
2.749000000000071395e+03,2.189896568268606205e-13
2.750400000000071486e+03,2.193996816755498636e-13
2.751800000000071577e+03,2.224887658802685867e-13
2.753200000000071668e+03,2.229114041491844832e-13
2.754600000000071759e+03,2.227177885733054111e-13
2.756000000000071850e+03,2.188277616289300024e-13
2.757400000000071941e+03,2.185696333391251749e-13
2.758800000000072032e+03,2.169666672268716596e-13
2.760200000000072123e+03,2.149070562684596553e-13
2.761600000000072214e+03,2.128275687480898186e-13
2.763000000000072305e+03,2.163294224239163200e-13
2.764400000000072396e+03,2.199029627530416587e-13
2.765800000000072487e+03,2.183831587511530499e-13
2.767200000000072578e+03,2.168645949532613003e-13
2.768600000000072669e+03,2.153683126357254806e-13
2.770000000000072760e+03,2.133504848460044578e-13
2.771400000000072851e+03,2.075787904086596740e-13
2.772800000000072941e+03,2.126047979127436079e-13
2.774200000000073032e+03,2.141049203401808433e-13
2.775600000000073123e+03,2.153740453886482084e-13
2.777000000000073214e+03,2.152829632410101286e-13
2.778400000000073305e+03,2.144168979980143422e-13
2.779800000000073396e+03,2.143349939411045825e-13
2.781200000000073487e+03,2.142149143744185679e-13
2.782600000000073578e+03,2.139788257315738680e-13
2.784000000000073669e+03,2.129919221293116740e-13
2.785400000000073760e+03,2.099780171744865177e-13
2.786800000000073851e+03,2.078777558235484701e-13
2.788200000000073942e+03,2.078539762293071067e-13
2.789600000000074033e+03,2.070686695525223950e-13
2.791000000000074124e+03,1.900276671964097009e-13
2.792400000000074215e+03,1.461318714046260464e-13
2.793800000000074306e+03,1.022360756128423918e-13
2.795200000000074397e+03,8.798835234308139404e-14
2.796600000000074488e+03,1.109826071024136225e-13
2.798000000000074579e+03,1.457785594922505670e-13
2.799400000000074670e+03,1.506896283549912226e-13
2.800800000000074760e+03,1.139395910745603271e-13
2.802200000000074851e+03,9.119176554551992633e-14
2.803600000000074942e+03,1.116111658938985067e-13
2.805000000000075033e+03,1.568498890049342774e-13
2.806400000000075124e+03,1.865734552709895203e-13
2.807800000000075215e+03,1.963060331256092992e-13
2.809200000000075306e+03,2.001169349664685014e-13
2.810600000000075397e+03,2.025222350591045005e-13
2.812000000000075488e+03,2.036026277875570746e-13
2.813400000000075579e+03,2.014413040220917560e-13
2.814800000000075670e+03,2.033043002955809158e-13
2.816200000000075761e+03,2.054531828079076861e-13
2.817600000000075852e+03,2.035857991523072295e-13
2.819000000000075943e+03,2.015733796084362459e-13
2.820400000000076034e+03,2.007691020441911643e-13
2.821800000000076125e+03,2.025842591119637760e-13
2.823200000000076216e+03,2.049320546700553858e-13
2.824600000000076307e+03,2.030582449834563643e-13
2.826000000000076398e+03,2.034682726238640694e-13
2.827400000000076489e+03,2.042997437459282674e-13
2.828800000000076579e+03,2.014998306420431294e-13
2.830200000000076670e+03,1.983671127146094362e-13
2.831600000000076761e+03,1.978696355924182732e-13
2.833000000000076852e+03,1.974944149835416288e-13
2.834400000000076943e+03,1.978437554731040731e-13
2.835800000000077034e+03,1.981965066682458289e-13
2.837200000000077125e+03,1.985492578633875846e-13
2.838600000000077216e+03,1.988999983200013919e-13
2.840000000000077307e+03,1.993792804037610570e-13
2.841400000000077398e+03,2.013272607192649708e-13
2.842800000000077489e+03,2.032752410347688846e-13
2.844200000000077580e+03,2.044979818983692036e-13
2.845600000000077671e+03,2.017446201559768931e-13
2.847000000000077762e+03,1.989912584135845825e-13
2.848400000000077853e+03,1.946276818445396489e-13
2.849800000000077944e+03,1.843503413621042454e-13
2.851200000000078035e+03,1.744112199982867390e-13
2.852600000000078126e+03,1.709405754245461382e-13
2.854000000000078217e+03,1.819871832297129115e-13
2.855400000000078307e+03,1.903598928406847278e-13
2.856800000000078398e+03,1.933720168871097606e-13
2.858200000000078489e+03,1.974121156744718765e-13
2.859600000000078580e+03,1.974516887787189114e-13
2.861000000000078671e+03,1.939822135774757141e-13
2.862400000000078762e+03,1.953415602763874782e-13
2.863800000000078853e+03,1.962054200231848827e-13
2.865200000000078944e+03,1.952517905706736862e-13
2.866600000000079035e+03,1.939144974621548511e-13
2.868000000000079126e+03,1.945801713319599549e-13
2.869400000000079217e+03,1.941595927622689220e-13
2.870800000000079308e+03,1.927117565313962248e-13
2.872200000000079399e+03,1.921074231741559684e-13
2.873600000000079490e+03,1.921137019326155305e-13
2.875000000000079581e+03,1.920694270018386562e-13
2.876400000000079672e+03,1.920251520710617819e-13
2.877800000000079763e+03,1.919808771402849329e-13
2.879200000000079854e+03,1.919366022095080586e-13
2.880600000000079945e+03,1.928076746742357964e-13
2.882000000000080036e+03,1.920698621135803654e-13
2.883400000000080126e+03,1.904319778096419942e-13
2.884800000000080217e+03,1.908237229863373393e-13
2.886200000000080308e+03,1.919464121063047698e-13
2.887600000000080399e+03,1.919257824487772242e-13
2.889000000000080490e+03,1.915743081503140174e-13
2.890400000000080581e+03,1.884424638522662580e-13
2.891800000000080672e+03,1.888414678899468551e-13
2.893200000000080763e+03,1.903101605690094810e-13
2.894600000000080854e+03,1.897361875279741464e-13
2.896000000000080945e+03,1.921128018239933072e-13
2.897400000000081036e+03,1.917229880533255403e-13
2.898800000000081127e+03,1.910493736918408683e-13
2.900200000000081218e+03,1.903757593303561962e-13
2.901600000000081309e+03,1.881338314806050123e-13
2.903000000000081400e+03,1.870802834604560932e-13
2.904400000000081491e+03,1.878163044996924020e-13
2.905800000000081582e+03,1.885523255389287108e-13
2.907200000000081673e+03,1.892883465781650196e-13
2.908600000000081764e+03,1.899179635163676812e-13
2.910000000000081855e+03,1.894334082047819286e-13
2.911400000000081945e+03,1.880551298256339107e-13
2.912800000000082036e+03,1.881083365796557655e-13
2.914200000000082127e+03,1.880395516748940675e-13
2.915600000000082218e+03,1.874194704306184484e-13
2.917000000000082309e+03,1.867993891863428544e-13
2.918400000000082400e+03,1.861793079420672352e-13
2.919800000000082491e+03,1.855592266977916160e-13
2.921200000000082582e+03,1.851595179444629443e-13
2.922600000000082673e+03,1.853175792471942220e-13
2.924000000000082764e+03,1.856429487327566168e-13
2.925400000000082855e+03,1.863172670684818117e-13
2.926800000000082946e+03,1.877263591684976139e-13
2.928200000000083037e+03,1.886354510567356935e-13
2.929600000000083128e+03,1.867094488232452114e-13
2.931000000000083219e+03,1.847834465897547294e-13
2.932400000000083310e+03,1.828574443562642726e-13
2.933800000000083401e+03,1.820030288937681895e-13
2.935200000000083492e+03,1.823693727210273203e-13
2.936600000000083583e+03,1.827357165482864764e-13
2.938000000000083674e+03,1.823236204117870628e-13
2.939400000000083764e+03,1.812186158694219430e-13
2.940800000000083855e+03,1.801136113270567981e-13
2.942200000000083946e+03,1.790086067846916783e-13
2.943600000000084037e+03,1.796480295986825374e-13
2.945000000000084128e+03,1.807042740499200550e-13
2.946400000000084219e+03,1.818109681116591966e-13
2.947800000000084310e+03,1.831591733400003025e-13
2.949200000000084401e+03,1.825113067843037140e-13
2.950600000000084492e+03,1.820346691792368405e-13
2.952000000000084583e+03,1.785229158054044338e-13
2.953400000000084674e+03,1.803305211985525799e-13
2.954800000000084765e+03,1.842599253902507233e-13
2.956200000000084856e+03,1.839404779264343146e-13
2.957600000000084947e+03,1.825394104860140891e-13
2.959000000000085038e+03,1.817213672801051150e-13
2.960400000000085129e+03,1.810156355864445785e-13
2.961800000000085220e+03,1.793076877555769466e-13
2.963200000000085311e+03,1.774629608696604369e-13
2.964600000000085402e+03,1.780276210198683065e-13
2.966000000000085493e+03,1.859462833741182050e-13
2.967400000000085583e+03,2.230894206116718811e-13
2.968800000000085674e+03,1.795530501182268196e-13
2.970200000000085765e+03,1.798067213345371758e-13
2.971600000000085856e+03,1.789124802510197050e-13
2.973000000000085947e+03,1.784121370728415044e-13
2.974400000000086038e+03,1.778451692158529420e-13
2.975800000000086129e+03,1.765853490689146421e-13
2.977200000000086220e+03,1.756291261324821821e-13
2.978600000000086311e+03,1.767151960137269217e-13
2.980000000000086402e+03,1.774435535087582682e-13
2.981400000000086493e+03,1.764396027324273732e-13
2.982800000000086584e+03,1.753937305580265176e-13
2.984200000000086675e+03,2.356266392475131059e-13
2.985600000000086766e+03,2.337799692270836598e-13
2.987000000000086857e+03,2.333006922008217995e-13
2.988400000000086948e+03,2.344177125239957270e-13
2.989800000000087039e+03,2.360567817956554322e-13
2.991200000000087130e+03,2.372952560364859195e-13
2.992600000000087221e+03,2.360212984895975155e-13
2.994000000000087311e+03,2.343477698160790274e-13
2.995400000000087402e+03,2.341843979968594966e-13
2.996800000000087493e+03,2.336313414003635345e-13
2.998200000000087584e+03,2.325702700735281997e-13
2.999600000000087675e+03,2.304580250958925487e-13
3.001000000000087766e+03,2.329045297080455597e-13
3.002400000000087857e+03,2.374496763262117262e-13
3.003800000000087948e+03,2.414610600353643431e-13
3.005200000000088039e+03,2.445597990609044412e-13
3.006600000000088130e+03,2.378654784971699238e-13
3.008000000000088221e+03,2.309558540124065572e-13
3.009400000000088312e+03,2.309960814853481161e-13
3.010800000000088403e+03,2.306309942814997084e-13
3.012200000000088494e+03,2.301157751165016215e-13
3.013600000000088585e+03,2.302876377259154457e-13
3.015000000000088676e+03,2.312804466552453697e-13
3.016400000000088767e+03,2.321796754895080992e-13
3.017800000000088858e+03,2.320197042475807591e-13
3.019200000000088949e+03,2.309345942204806149e-13
3.020600000000089040e+03,2.299987480835625364e-13
3.022000000000089130e+03,2.294530899954990583e-13
3.023400000000089221e+03,2.291836860693274633e-13
3.024800000000089312e+03,2.282875922806640469e-13
3.026200000000089403e+03,2.271413576584631127e-13
3.027600000000089494e+03,2.277034843784411210e-13
3.029000000000089585e+03,2.272774980985237041e-13
3.030400000000089676e+03,2.269674313036641224e-13
3.031800000000089767e+03,2.273627165233599537e-13
3.033200000000089858e+03,2.271004032013195205e-13
3.034600000000089949e+03,2.255272472054583774e-13
3.036000000000090040e+03,2.238300634858977123e-13
3.037400000000090131e+03,2.231448536777455930e-13
3.038800000000090222e+03,2.224767873499550365e-13
3.040200000000090313e+03,2.224451785568413615e-13
3.041600000000090404e+03,2.226035508054649860e-13
3.043000000000090495e+03,2.226068120825264537e-13
3.044400000000090586e+03,2.216136712106285158e-13
3.045800000000090677e+03,2.202930681994727986e-13
3.047200000000090768e+03,2.196878229897765296e-13
3.048600000000090859e+03,2.206546140007927622e-13
3.050000000000090949e+03,2.211489539455404215e-13
3.050000000000000000e+03,2.211489539455083117e-13
3.052699999999999818e+03,2.217584954646769948e-13
3.055399999999999636e+03,2.212484596597262151e-13
3.058099999999999454e+03,2.227775925308035159e-13
3.060799999999999272e+03,2.234127060605049087e-13
3.063499999999999091e+03,2.259172514695334510e-13
3.066199999999998909e+03,2.244719579025331581e-13
3.068899999999998727e+03,2.212965783520994684e-13
3.071599999999998545e+03,2.790935331835152383e-13
3.074299999999998363e+03,2.749155409254052549e-13
3.076999999999998181e+03,2.769177323576350768e-13
3.079699999999997999e+03,2.777697742092070628e-13
3.082399999999997817e+03,2.765750629508029791e-13
3.085099999999997635e+03,2.710169304779226075e-13
3.087799999999997453e+03,2.723490631223784474e-13
3.090499999999997272e+03,2.727959890613759712e-13
3.093199999999997090e+03,2.732416047500120870e-13
3.095899999999996908e+03,2.710685397403155833e-13
3.098599999999996726e+03,2.709265767586726986e-13
3.101299999999996544e+03,2.746516030782543621e-13
3.103999999999996362e+03,2.689386071172560252e-13
3.106699999999996180e+03,2.698873811840015258e-13
3.109399999999995998e+03,2.713561265552420278e-13
3.112099999999995816e+03,2.682015231940398836e-13
3.114799999999995634e+03,2.687761620528241594e-13
3.117499999999995453e+03,2.681139242714926838e-13
3.120199999999995271e+03,2.674396118289924885e-13
3.122899999999995089e+03,2.668144754619341859e-13
3.125599999999994907e+03,2.661893390948759338e-13
3.128299999999994725e+03,2.655642027278176313e-13
3.130999999999994543e+03,2.627156447372045433e-13
3.133699999999994361e+03,2.631581954509634710e-13
3.136399999999994179e+03,2.628509077651140264e-13
3.139099999999993997e+03,2.618647414025821049e-13
3.141799999999993815e+03,2.609265497433944351e-13
3.144499999999993634e+03,2.583863425408186386e-13
3.147199999999993452e+03,2.572070292407503469e-13
3.149899999999993270e+03,2.575876690970286548e-13
3.152599999999993088e+03,2.579733469466267767e-13
3.155299999999992906e+03,2.598534946367132272e-13
3.157999999999992724e+03,2.612889523414563877e-13
3.160699999999992542e+03,2.589643007234392668e-13
3.163399999999992360e+03,2.562323601723237127e-13
3.166099999999992178e+03,2.556267043599958587e-13
3.168799999999991996e+03,2.557923112805303306e-13
3.171499999999991815e+03,2.549686857002412064e-13
3.174199999999991633e+03,2.543406462808240840e-13
3.176899999999991451e+03,2.547995556484985641e-13
3.179599999999991269e+03,2.552584650161730948e-13
3.182299999999991087e+03,2.571762813767800143e-13
3.184999999999990905e+03,2.593156892490820731e-13
3.187699999999990723e+03,2.594478085120591415e-13
3.190399999999990541e+03,2.595445287593086514e-13
3.193099999999990359e+03,2.595882526044210798e-13
3.195799999999990177e+03,2.606741209526814955e-13
3.198499999999989996e+03,2.635659962443884477e-13
3.201199999999989814e+03,2.643168296020737766e-13
3.203899999999989632e+03,2.607464273077159013e-13
3.206599999999989450e+03,2.564389683869538686e-13
3.209299999999989268e+03,2.515545512042083389e-13
3.211999999999989086e+03,2.496884748387158834e-13
3.214699999999988904e+03,2.478223984732234279e-13
3.217399999999988722e+03,2.460519158630893201e-13
3.220099999999988540e+03,2.446062501753641184e-13
3.222799999999988358e+03,2.430771538983766967e-13
3.225499999999988177e+03,2.411984935563165593e-13
3.228199999999987995e+03,2.393198332142563714e-13
3.230899999999987813e+03,2.374411728721961834e-13
3.233599999999987631e+03,2.355813483437382019e-13
3.236299999999987449e+03,2.338555724652672737e-13
3.238999999999987267e+03,2.321297965867963455e-13
3.241699999999987085e+03,2.308308841118544727e-13
3.244399999999986903e+03,2.347585123307504365e-13
3.247099999999986721e+03,2.323872054172735667e-13
3.249799999999986539e+03,2.300784002215415765e-13
3.252499999999986358e+03,2.310319012757331961e-13
3.255199999999986176e+03,2.298464201444993637e-13
3.257899999999985994e+03,2.301229547800307054e-13
3.260599999999985812e+03,2.285861992194827096e-13
3.263299999999985630e+03,2.266761950526892029e-13
3.265999999999985448e+03,2.277150043902052670e-13
3.268699999999985266e+03,2.265795827264194893e-13
3.271399999999985084e+03,2.250858467288534111e-13
3.274099999999984902e+03,2.258949585066424335e-13
3.276799999999984720e+03,2.270226300681268553e-13
3.279499999999984539e+03,2.281503016296112519e-13
3.282199999999984357e+03,2.232551922262308503e-13
3.284899999999984175e+03,2.225083650010429759e-13
3.287599999999983993e+03,2.214340195183404183e-13
3.290299999999983811e+03,2.207540173349514975e-13
3.292999999999983629e+03,2.201036664381122684e-13
3.295699999999983447e+03,2.193863394894173545e-13
3.298399999999983265e+03,2.185155278656369538e-13
3.301099999999983083e+03,2.194798889867174033e-13
3.303799999999982901e+03,2.187487979471418550e-13
3.306499999999982720e+03,2.168803516462931656e-13
3.309199999999982538e+03,2.150119053454444510e-13
3.311899999999982356e+03,2.155652051237606973e-13
3.314599999999982174e+03,2.162165576524215619e-13
3.317299999999981992e+03,2.160584408423173447e-13
3.319999999999981810e+03,2.151118722297694792e-13
3.322699999999981628e+03,2.137002981518712466e-13
3.325399999999981446e+03,2.131852271520042882e-13
3.328099999999981264e+03,2.136707126731407259e-13
3.330799999999981083e+03,2.135967151937954934e-13
3.333499999999980901e+03,2.124775903986714058e-13
3.336199999999980719e+03,2.111174454799768894e-13
3.338899999999980537e+03,2.097573005612823477e-13
3.341599999999980355e+03,2.083971556425878061e-13
3.344299999999980173e+03,2.077160735446526329e-13
3.346999999999979991e+03,2.072519797997375465e-13
3.349699999999979809e+03,2.066348248477957456e-13
3.352399999999979627e+03,2.074245751766181354e-13
3.355099999999979445e+03,2.082143255054405253e-13
3.357799999999979264e+03,2.089494687873472042e-13
3.360499999999979082e+03,2.095759724818650385e-13
3.363199999999978900e+03,2.102024761763828729e-13
3.365899999999978718e+03,2.101936340994272970e-13
3.368599999999978536e+03,2.085631039738579003e-13
3.371299999999978354e+03,2.070171325956448849e-13
3.373999999999978172e+03,2.062750987432387360e-13
3.376699999999977990e+03,2.065117826991103348e-13
3.379399999999977808e+03,2.035605095365718493e-13
3.382099999999977626e+03,2.015935009110942116e-13
3.384799999999977445e+03,2.032581589416054550e-13
3.387499999999977263e+03,2.037905034075743642e-13
3.390199999999977081e+03,2.043228478735432735e-13
3.392899999999976899e+03,2.047324737805664353e-13
3.395599999999976717e+03,2.040897484929758017e-13
3.398299999999976535e+03,2.034410366217731526e-13
3.400999999999976353e+03,2.027114965468890785e-13
3.403699999999976171e+03,2.020338118055879625e-13
3.406399999999975989e+03,2.028540465631321110e-13
3.409099999999975807e+03,2.036742813206762847e-13
3.411799999999975626e+03,2.012010905210599037e-13
3.414499999999975444e+03,1.983655442080427513e-13
3.417199999999975262e+03,1.977345690273710356e-13
3.419899999999975080e+03,1.971900034165249159e-13
3.422599999999974898e+03,1.966454378056787710e-13
3.425299999999974716e+03,1.961008721948326513e-13
3.427999999999974534e+03,1.957865801859368899e-13
3.430699999999974352e+03,1.955003834220754082e-13
3.433399999999974170e+03,1.947818362270101131e-13
3.436099999999973988e+03,1.927270800632782550e-13
3.438799999999973807e+03,1.937113280164360018e-13
3.441499999999973625e+03,1.907305923185199258e-13
3.444199999999973443e+03,1.908571591846077340e-13
3.446899999999973261e+03,1.915313416915892790e-13
3.449599999999973079e+03,1.906592116996132106e-13
3.452299999999972897e+03,1.893319281988201034e-13
3.454999999999972715e+03,1.880046446980269709e-13
3.457699999999972533e+03,1.881611848771681072e-13
3.460399999999972351e+03,1.874765989948676457e-13
3.463099999999972169e+03,1.860814876868587838e-13
3.465799999999971988e+03,1.854480953100017151e-13
3.468499999999971806e+03,1.852401343895591190e-13
3.471199999999971624e+03,1.859761468068144766e-13
3.473899999999971442e+03,1.873261575062510436e-13
3.476599999999971260e+03,1.886761682056876359e-13
3.479299999999971078e+03,1.890342867584800432e-13
