epoch,detector,grating,scale,slope,intercept,factor
2024-07-26_day8,CCD,G230LB,none,None,None,None
2024-07-26_day8,CCD,G430L,none,None,None,None
2024-07-26_day8,CCD,G750L,none,None,None,None
