epoch,detector,grating,scale,slope,intercept,factor
2014-03-19_day7,MAMA,G230L,none,None,None,None
2014-03-19_day8,CCD,G430L,none,None,None,None
2014-03-19_day8,CCD,G750L,none,None,None,None
2014-03-25_day13,MAMA,G230L,none,None,None,None
2014-03-25_day13,CCD,G430L,none,None,None,None
2014-03-25_day13,CCD,G750L,none,None,None,None
